survey,country,edyears,pct15_19,pct15_19_male,pct15_19_female,pct15_19_urban,pct15_19_rural,pct15_19_q1,pct15_19_q2,pct15_19_q3,pct15_19_q4,pct15_19_q5,pct20_29,pct20_29_male,pct20_29_female,pct20_29_urban,pct20_29_rural,pct20_29_q1,pct20_29_q2,pct20_29_q3,pct20_29_q4,pct20_29_q5,pct30_39,pct30_39_male,pct30_39_female,pct30_39_urban,pct30_39_rural,pct30_39_q1,pct30_39_q2,pct30_39_q3,pct30_39_q4,pct30_39_q5,pct40_49,pct40_49_male,pct40_49_female,pct40_49_urban,pct40_49_rural,pct40_49_q1,pct40_49_q2,pct40_49_q3,pct40_49_q4,pct40_49_q5
CI6,Cote d'Ivoire,18,,,,,,,,,,,.0034138029,.0044136494,.0025095993,.0062979651,.000069714486,,,,.00088611897,.012302086,.0082099084,.014683085,.0015856847,.01695478,.00044586393,,,,.0011139283,.033910379,.0062206183,.01003437,.0016230852,.012052552,.0015238966,.00066247152,,.0006768239,.0026361339,.025624916
CM6,Cameroon,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CM6,Cameroon,1,.91162676,.93677396,.88822097,.97110957,.84167469,.69483173,.86832702,.94768888,.97566152,.98842353,.85353148,.91542923,.80222398,.94049776,.73023403,.50387943,.77013373,.88200849,.94343579,.98361588,.80879271,.87216783,.74969888,.91755873,.68714666,.40580702,.74366087,.86029518,.92789513,.97778422,.75499821,.82328707,.68876129,.87581968,.63398689,.33019456,.70638019,.81257498,.8967647,.9549762
CM6,Cameroon,2,.89794225,.92407137,.87362248,.96591973,.81800026,.65162814,.84680933,.9346478,.97417045,.98684227,.84332752,.90686107,.7906642,.93656933,.71113282,.46906739,.7543506,.87189126,.94070148,.98268938,.79673398,.86273849,.73518836,.91195148,.66787249,.37563732,.72634888,.84897441,.92062181,.97643274,.74082464,.80812109,.67555034,.86982071,.61162585,.30016941,.68181276,.79800862,.89150751,.95466375
CM6,Cameroon,3,.87544364,.90232104,.85042733,.95443946,.78254408,.58371782,.81990296,.91446006,.96344852,.98310083,.81774986,.88443708,.76247251,.92574537,.6646381,.39210382,.7092219,.84278077,.9339968,.98027474,.77247953,.83936727,.71011031,.90007007,.62977988,.31780756,.68746549,.82668585,.90779239,.97284234,.71276581,.78259611,.64503384,.85336781,.57194293,.24120806,.65362298,.76679397,.86757129,.9508819
CM6,Cameroon,4,.83847278,.86701381,.81190813,.93365902,.72653323,.48804662,.76435363,.87416661,.9518497,.97536838,.79264569,.85983664,.73695081,.9122926,.62301493,.33743969,.66420394,.81512135,.91924554,.97378492,.74417424,.80869287,.6840142,.88299161,.58891827,.27009761,.6419605,.78932381,.88979894,.96642023,.67758757,.75280571,.60462952,.83136648,.52356696,.20145482,.59634531,.71800059,.83750623,.94651967
CM6,Cameroon,5,.79106873,.81965977,.76445764,.90332335,.6590569,.38596705,.70901489,.80825502,.92725086,.96229267,.75825363,.82443303,.70339727,.89102352,.57001764,.28366506,.60327321,.76424956,.89362466,.96643722,.71124953,.77747303,.64949977,.86488461,.53942126,.22782892,.58500767,.74703741,.85856879,.96071744,.64080667,.72526783,.55888337,.80588824,.47546571,.15471648,.53751475,.67500454,.80995792,.9341374
CM6,Cameroon,6,.69716614,.7201463,.67577726,.83356816,.53675669,.21836643,.57934105,.6960569,.85799956,.93438995,.68509692,.7540859,.62791169,.83558065,.47174692,.18534905,.49664333,.65130669,.82800424,.94276297,.6247552,.69189811,.56214815,.79804325,.43094671,.14013176,.45313513,.61951053,.77967942,.927755,.55000496,.64785475,.45509541,.72665519,.37307724,.099813007,.4000442,.5548048,.70682651,.89430583
CM6,Cameroon,7,.57534373,.58505213,.56630766,.72338426,.4012475,.14396243,.40933588,.55863124,.72657949,.84231216,.52461582,.59420127,.46693608,.69561386,.28218132,.11233366,.2792868,.39740103,.65123934,.84022832,.42264867,.49502227,.35516429,.61118484,.21178631,.068226635,.19879478,.30633116,.52146822,.79986799,.3698217,.47185916,.27085027,.5447579,.19461066,.050290067,.16921715,.27303335,.5030064,.76793891
CM6,Cameroon,8,.47508577,.46960098,.48019069,.62213975,.30214968,.08450342,.29216906,.4414697,.61234409,.75767714,.48240727,.5521245,.42461833,.65250701,.24124642,.090559185,.23156098,.35048145,.59269893,.8069697,.38885307,.46007717,.32244053,.57505482,.1806016,.050116021,.16221933,.26098886,.48010391,.77203619,.34011427,.44093764,.24232048,.50796676,.17199808,.038668253,.14211923,.23931772,.45527726,.74238336
CM6,Cameroon,9,.35609016,.35356739,.35843813,.4927558,.1953707,.051581256,.1765354,.28293121,.47313607,.6354897,.42896229,.49281818,.37603191,.59675187,.19107664,.066285811,.16692965,.29641694,.52038187,.76047277,.34501028,.41539654,.27937895,.52191836,.14715296,.039687667,.12860619,.2114144,.41569784,.72056603,.30120072,.40148169,.20393305,.46191329,.14023565,.027646756,.11103577,.19291449,.39955053,.69694269
CM6,Cameroon,10,.19652385,.19376044,.19909583,.30117828,.073449731,.012000918,.063707091,.10974456,.24938272,.43988776,.33192497,.39082682,.28310102,.48241955,.11855952,.033557445,.095025167,.18640229,.38344857,.65864223,.26647595,.33377549,.20372283,.42337444,.090997748,.018372877,.073898815,.13429168,.29974332,.6187411,.22806555,.3202059,.13869387,.36473003,.091186345,.010021502,.064972073,.11063589,.28713977,.60103369
CM6,Cameroon,11,.11333728,.11790882,.1090823,.18242428,.032090615,.003159848,.027982658,.053122886,.14325821,.27231523,.26341233,.31430987,.22122321,.39143601,.081905268,.019597573,.056754287,.13099229,.28412977,.56353652,.20360626,.25318632,.15737559,.33320603,.05865949,.010113823,.041458528,.088594355,.19993578,.51851106,.17680927,.25485539,.10110831,.2906462,.062793463,.0040343786,.041088708,.071648784,.20088029,.51140553
CM6,Cameroon,12,.050316311,.053210586,.047622439,.083922803,.010794857,,.0099232933,.017562315,.060364272,.13230419,.18835987,.22809185,.15542598,.28875691,.046020858,.010948036,.023888692,.073751792,.18115479,.44418606,.15173082,.1984061,.10820869,.25713593,.033843797,.006311147,.020859353,.052770469,.13933922,.41088974,.13519606,.20049484,.071859382,.22501974,.045231231,.0011689984,.028625419,.041630782,.13304742,.42720547
CM6,Cameroon,13,.015773188,.01488724,.016597755,.027107263,.002444183,,,.0047644465,.015622616,.047901604,.13189922,.15894923,.10947753,.2096481,.021669939,.0026349511,.010108043,.035848167,.11562992,.33642581,.11880095,.15717232,.083021723,.2055506,.021778513,.0017747536,.011602139,.035178162,.099610202,.33881536,.10816468,.16244805,.055512406,.18566488,.030542685,,.012682222,.027889688,.088337168,.37429762
CM6,Cameroon,14,.0041130623,.001674186,.0063830148,.0072715813,.00039854163,,,.0015141942,.0014648665,.014931914,.08396773,.10474683,.066744044,.13568653,.01064292,,.0035915338,.016490621,.062065564,.22974871,.07336539,.09580937,.05243757,.12857802,.01161453,,.0044222511,.016449332,.042945743,.2298578,.074560031,.11243989,.037818365,.13318488,.015843052,,.0064559476,.01124862,.043480128,.28435436
CM6,Cameroon,15,.00054111046,.00050940306,.00057059305,.0007515584,,,,,,.0017535394,.057469957,.072511159,.04500246,.092856184,.0073008505,.00069276342,.0026393952,.013352958,.033974707,.16276608,.062084179,.08404436,.041607477,.10945835,.0091000032,.00085770007,.0020489711,.010994508,.031544354,.20146145,.065373816,.10023054,.031564437,.1205515,.01010941,,.0037490171,.0078186914,.033741448,.25717101
CM6,Cameroon,16,.00024526895,.00022888507,,.00020415186,,,,,,.00047629318,.033737462,.04228843,.026649788,.053596094,.0055828127,,.0014318491,.0084064044,.020205894,.095243596,.046746228,.065483533,.02927468,.082390912,.0068805236,,.0016677144,.0074179047,.01877252,.15662904,.052565351,.085783675,.02034515,.098201767,.0068572052,,.0021675776,.0060282149,.018510787,.21620509
CM6,Cameroon,17,.0001349263,,.00026048924,,.00029353303,,,.00066728098,,,.01275789,.014082943,.011659843,.020664582,.0015482588,,,.0022559257,.0052287756,.038884461,.025316903,.037001323,.01442178,.045825746,.0023794025,,.00074426067,.0032134715,.0090038842,.086428501,.027242681,.04501389,.010005428,.052006137,.0024402861,,.0016777924,.0011146961,.0072447434,.11568946
CO7,Colombia,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
CO7,Colombia,1,.99043924,.98943162,.99143678,.99287987,.98252445,.98290628,.98531526,.99313664,.99460918,.99700063,.98551673,.98128736,.98931879,.99170965,.95984143,.95418096,.98178023,.99307829,.99418443,.99773431,.97485888,.97004008,.97893137,.9856267,.93538171,.91951448,.97276926,.98564088,.99303401,.99528509,.95709538,.95033562,.96306795,.97626781,.89275378,.86621749,.94979405,.97190326,.99125689,.99332035
CO7,Colombia,2,.98749751,.98544788,.98953724,.99174148,.9737348,.97267795,.98378956,.99153847,.99376178,.99681908,.97971821,.9744314,.98446894,.98913634,.94067204,.93113238,.97666776,.98974001,.99376023,.99700552,.96237785,.95450878,.96917439,.97975457,.89867097,.87709576,.95755363,.97878903,.9912765,.99463141,.93251705,.92312282,.940817,.96347326,.82862997,.79358727,.9127692,.95844942,.98547173,.99140513
CO7,Colombia,3,.98063767,.97671878,.98454446,.98879564,.95418227,.95043147,.97677654,.98936814,.99286455,.99570209,.97079724,.96451122,.97644126,.98538727,.9103092,.89434212,.96832871,.98538518,.99348468,.99621844,.94132239,.93105173,.95014441,.96967626,.83737063,.80384433,.93280679,.96917731,.9871285,.99340981,.89195031,.88269919,.9001224,.94110018,.72700667,.67889863,.85853493,.93077403,.97162473,.986983
CO7,Colombia,4,.97291642,.96641576,.97940457,.98598993,.93052065,.92417812,.96784335,.98772752,.99243194,,.95601183,.94566262,.96530783,.9781369,.86428416,.83888018,.94942838,.97844487,.99253666,.99602818,.90919596,.89401454,.92216498,.95277017,.74944288,.71253842,.88887489,.94754952,.97777128,.98955786,.84049851,.82602376,.85328549,.91053337,.6054666,.54886991,.78415591,.89096326,.95578593,.97574681
CO7,Colombia,5,.95870107,.94985473,.96752357,.9777512,.89692366,.88191319,.94988,.98081493,.99034703,.99544662,.94131029,.92732394,.95387393,.97107887,.81789362,.78466946,.93365169,.97153687,.9887287,.99482316,.88284081,.86553812,.89759523,.93788546,.68103451,.63498104,.85147989,.93168843,.97112393,.98704886,.80138564,.78850007,.81276697,.88436133,.52292532,.46284819,.72194272,.85950917,.93702757,.96848905
CO7,Colombia,6,.88177681,.85950381,.90428251,.91252154,.78207541,.75103408,.86618495,.9084028,.93661499,.9553889,.88439518,.86231804,.90446353,.93761921,.66373581,.61174816,.86252904,.92993629,.97168875,.98958135,.77806097,.74552393,.80569351,.86986339,.44149211,.3828322,.70776916,.83326638,.92904258,.97456688,.63674337,.62102675,.65062124,.74690878,.2670365,.20884909,.49433273,.68267488,.81067711,.90287822
CO7,Colombia,7,.82497156,.79039127,.85975248,.86539781,.6938746,.65797126,.78102684,.85359222,.90387678,.94146997,.85755497,.83128685,.88144565,.91716051,.61043859,.55623192,.81247264,.90845305,.96297467,.9862445,.75052679,.71757984,.77849346,.84593892,.40072399,.33925176,.66675299,.80635679,.91238445,.96157819,.60482574,.58679557,.62077677,.713269,.24089837,.18268363,.44099489,.63919228,.78045493,.8918196
CO7,Colombia,8,.74796027,.70018888,.79607081,.79797494,.58576953,.54117554,.68477947,.77101004,.84764844,.91243124,.82473946,.79237854,.85409635,.89117873,.54929125,.49082401,.76224399,.87596601,.94733238,.98050839,.71936464,.68501335,.74850667,.81785017,.35829422,.29552513,.62016839,.77258712,.89061189,.94837618,.56122863,.54318124,.57719344,.66648287,.20800321,.1531233,.39362749,.58256638,.722332,.86406636
CO7,Colombia,9,.63761759,.58930635,.6864692,.69420379,.45411623,.4024058,.56610137,.65823841,.74848706,.83263785,.79493761,.75942576,.82710934,.86570895,.50152916,.44210324,.71313959,.84204215,.93455201,.97373903,.68431848,.64637017,.71651822,.78170872,.32726339,.26591593,.57624745,.72177321,.86173159,.9259581,.52326667,.50753766,.53718126,.62339753,.18723498,.13271214,.3521131,.5369485,.67396259,.83063638
CO7,Colombia,10,.50580436,.46024615,.55169237,.56416661,.31654361,.27413473,.41837746,.51693153,.62840104,.71216738,.76068687,.72269446,.79506451,.83456236,.45440909,.38767439,.66644627,.80003101,.91201222,.96575415,.65355164,.61838001,.68338287,.75156856,.29419908,.23065057,.52803177,.6834287,.84034616,.9129734,.48333275,.47057542,.49461979,.57897514,.16236414,.11349531,.31020519,.48561198,.62220138,.79583168
